eps,N,log_eps,log_N
0.863209343819,72,-0.147098040468,4.27666611902
0.685129710224,109,-0.378147100655,4.69134788223
0.543787811372,165,-0.609196160842,5.1059454739
0.43160467191,242,-0.840245221028,5.48893772616
0.342564855112,369,-1.07129428121,5.91079664404
0.271893905686,563,-1.3023433414,6.33327962814
0.215802335955,857,-1.53339240159,6.7534379186
0.171282427556,1304,-1.76444146177,7.17319174249
0.135946952843,2007,-1.99549052196,7.6043963488
0.107901167977,3063,-2.22653958215,8.02715010683
0.085641213778,4642,-2.45758864233,8.44290058683
0.0679734764215,7086,-2.68863770252,8.86587628543
0.0539505839887,10747,-2.91968676271,9.28238192484
0.042820606889,16140,-3.15073582289,9.68905594182
0.0339867382107,23865,-3.38178488308,10.0801682294
0.0269752919944,34574,-3.61283394327,10.4508572335
0.0214103034445,49502,-3.84388300345,10.8097683518
0.0169933691054,71878,-4.07493206364,11.1827255164
