eps,N,log_eps,log_N
0.689550638399,128,-0.371715142242,4.85203026392
0.54729670439,189,-0.602764202429,5.24174701506
0.434389682144,295,-0.833813262615,5.68697535634
0.3447753192,451,-1.0648623228,6.1114673395
0.273648352195,694,-1.29591138299,6.54247196051
0.217194841072,1082,-1.52696044318,6.98656645941
0.1723876596,1678,-1.75800950336,7.42535788703
0.136824176098,2632,-1.98905856355,7.87549929245
0.108597420536,4129,-2.22010762374,8.32579052589
0.0861938297999,6453,-2.45115668392,8.77230041794
0.0684120880488,10079,-2.68220574411,9.21820933035
0.054298710268,15715,-2.9132548043,9.66237094923
0.0430969149,24354,-3.14430386448,10.1004513861
0.0342060440244,37462,-3.37535292467,10.5310823649
0.027149355134,57402,-3.60640198486,10.9578344249
0.02154845745,87292,-3.83745104504,11.3770140996
0.0171030220122,135982,-4.06850010523,11.820277803
0.013574677567,220772,-4.29954916542,12.3048857737
0.010774228725,373385,-4.5305982256,12.8303653379
0.0085515110061,642205,-4.76164728579,13.3726628463
0.0067873387835,1105287,-4.99269634597,13.9156155877
0.00538711436249,1897452,-5.22374540616,14.4560224915
0.00427575550305,3173989,-5.45479446635,14.9704997144
0.00339366939175,5074424,-5.68584352653,15.4397235789
0.00269355718125,7602946,-5.91689258672,15.8440463617
0.00213787775152,10576280,-6.14794164691,16.1741243158
0.00169683469587,13690675,-6.37899070709,16.4322255021
0.00134677859062,16995082,-6.61003976728,16.648434566
