eps,N,log_eps,log_N
2.68332317326,108,0.987056016392,4.68213122712
2.129755014,160,0.756006956205,5.07517381523
1.69038767483,246,0.524957896019,5.50533153593
1.34166158663,371,0.293908835832,5.91620206261
1.064877507,573,0.0628597756455,6.35088571671
0.845193837415,885,-0.168189284541,6.78558764501
0.670830793315,1354,-0.399238344728,7.21081845347
0.5324387535,2072,-0.630287404914,7.63626960338
0.422596918707,3125,-0.861336465101,8.04718956217
0.335415396657,4712,-1.09238552529,8.45786772533
0.26621937675,6957,-1.32343458547,8.84750362592
0.211298459354,9942,-1.55448364566,9.20452348665
0.167707698329,13684,-1.78553270585,9.5239825461
0.133109688375,18384,-2.01658176603,9.81923600009
0.105649229677,24293,-2.24763082622,10.097943522
0.0838538491643,31863,-2.47867988641,10.369200741
0.0665548441875,43229,-2.70972894659,10.6742668453
0.0528246148384,64615,-2.94077800678,11.076201861
0.0419269245822,102332,-3.17182706697,11.5359777085
0.0332774220938,160052,-3.40287612715,11.9832540414
0.0264123074192,239114,-3.63392518734,12.3846957046
0.0209634622911,337464,-3.86497424753,12.7292141169
0.0166387110469,458436,-4.09602330771,13.0355759753
0.0132061537096,606828,-4.3270723679,13.3160006691
0.0104817311455,788428,-4.55812142809,13.5777963686
0.00831935552344,1011499,-4.78917048827,13.826943947
0.0066030768548,1285905,-5.02021954846,14.0669733086
0.00524086557277,1625571,-5.25126860865,14.3013696966
