eps,N,log_eps,log_N
0.839858275838,82,-0.17452212062,4.40671924726
0.666595955285,124,-0.405571180807,4.82028156561
0.529077560328,193,-0.636620240993,5.2626901889
0.419929137919,292,-0.86766930118,5.67675380227
0.333297977642,454,-1.09871836137,6.11809719804
0.264538780164,696,-1.32976742155,6.54534966033
0.20996456896,1082,-1.56081648174,6.98656645941
0.166648988821,1682,-1.79186554193,7.42773884053
0.132269390082,2621,-2.02291460211,7.87131120332
0.10498228448,4089,-2.2539636623,8.31605572036
0.0833244944106,6345,-2.48501272249,8.75542238015
0.066134695041,9827,-2.71606178267,9.19288897836
0.0524911422399,15209,-2.94711084286,9.62964263687
0.0416622472053,23478,-3.17815990305,10.0638190914
0.0330673475205,36123,-3.40920896323,10.4946850606
0.0262455711199,56198,-3.64025802342,10.9366364481
0.0208311236026,94924,-3.87130708361,11.4608318504
0.0165336737603,171652,-4.10235614379,12.0532244504
0.01312278556,317168,-4.33340520398,12.6671868809
0.0104155618013,582591,-4.56445426417,13.2752406754
0.00826683688013,1026789,-4.79550332435,13.841947015
0.00656139277998,1706979,-5.02655238454,14.3502356994
0.00520778090066,2662867,-5.25760144473,14.7949139199
0.00413341844007,3919613,-5.48865050491,15.1815034824
0.00328069638999,5479427,-5.7196995651,15.5165110914
0.00260389045033,7360023,-5.95074862529,15.8115736157
0.00206670922003,9651383,-6.18179768547,16.0826117791
0.001640348195,12581938,-6.41284674566,16.3477728514
