eps,N,log_eps,log_N
0.751337024569,129,-0.285900960149,4.85981240436
0.596336591592,199,-0.516950020336,5.29330482472
0.47331266641,299,-0.747999080522,5.70044357339
0.375668512285,469,-0.979048140709,6.15060276845
0.298168295796,717,-1.2100972009,6.5750758406
0.236656333205,1125,-1.44114626108,7.02553831464
0.187834256142,1736,-1.67219532127,7.45933889522
0.149084147898,2696,-1.90324438146,7.89952447203
0.118328166602,4175,-2.13429344164,8.33686963728
0.0939171280711,6460,-2.36534250183,8.77338459678
0.074542073949,9985,-2.59639156202,9.20883924585
0.0591640833012,15431,-2.8274406222,9.64413375207
0.0469585640356,23678,-3.05848968239,10.072301626
0.0372710369745,36249,-3.28953874258,10.4981670737
0.0295820416506,55459,-3.52058780276,10.923399288
0.0234792820178,87159,-3.75163686295,11.3754893158
0.0186355184872,151351,-3.98268592314,11.9273569216
0.0147910208253,280075,-4.21373498332,12.5428127034
0.0117396410089,522764,-4.44478404351,13.1668853984
0.00931775924362,930265,-4.6758331037,13.7432247708
0.00739551041266,1556082,-4.90688216388,14.2576816816
0.00586982050445,2464266,-5.13793122407,14.7174045524
0.00465887962181,3687288,-5.36898028426,15.1204017865
0.00369775520633,5260785,-5.60002934444,15.4757908131
0.00293491025222,7364514,-5.83107840463,15.8121836179
0.00232943981091,10053362,-6.06212746482,16.1234176639
0.00184887760316,13334483,-6.293176525,16.4058639447
0.00146745512611,16989018,-6.52422558519,16.6480776933
