time,lambda1_rho1,lambda1_rho5,lambda1_rho10,lambda1_rho15,lambda1_rho20,lambda1_rho25,lambda1_rho26,lambda1_rho27,lambda1_rho28,lambda1_rho29,lambda1_rho30
2.0000000000000284,-1.0925152934776086,-0.8010942562281956,-0.6435157263545577,-0.37770464287829925,-0.18066114737134703,0.7273095149921889,0.7075191215084722,0.7513662349842404,0.18629791239045734,-0.04095879769578234,1.1075953644775365
2.10000000000003,-1.0433431788768883,-0.8832204545941534,-0.6593281800682848,-0.44222543698551386,-0.20789177343742923,0.9647187483604897,0.9347838355559576,0.9134881872851061,0.21018698464424423,0.16615925615019198,0.9571214634087829
2.2000000000000313,-0.9986282036406988,-0.9419690602078222,-0.6014828653578168,-0.4057201568780093,-0.2791136679550421,1.2843115304141324,1.1887775657921866,1.0131505737180293,0.18029255751937406,0.41040269511492866,0.8471175290836541
2.3000000000000327,-0.9577895402199317,-0.9591311260608075,-0.5317513965233907,-0.32752511279398205,-0.23863606613559582,1.6137779945579822,1.3718397108346365,0.9065255077321152,0.13286338207033255,0.5160502849483041,0.7448286291707706
2.400000000000034,-0.9203430656576205,-0.9364650096152551,-0.5595348255115342,-0.3617414285524635,-0.16134444421913305,1.9274607786570224,1.3277757443215361,0.8054998958476247,0.220084760725388,0.433034099859334,0.6400080351753674
2.5000000000000355,-0.8858820424206132,-0.8831227655298755,-0.6295022776671696,-0.4246437552806442,-0.21633814459703718,2.175257684542292,1.1697177230801445,0.6745082053622167,0.37089468030582057,0.34269690494624655,0.7172388338961221
2.600000000000037,-0.8540622526874768,-0.8246091463566688,-0.6483723590476711,-0.40629651333576366,-0.24736104937157627,2.1934451366191117,0.9422012448939519,0.5652441443757569,0.36742405427543257,0.20073780430661228,0.6490792722512403
2.7000000000000384,-0.82459043257885,-0.8126926727849505,-0.6061219455210277,-0.337104051310919,-0.18751705911774647,1.986119548995147,0.805868865567486,0.45887188045757277,0.2869549575278883,0.19351963000232905,0.6228194905792321
2.80000000000004,-0.797215182135961,-0.8610187049048147,-0.5460650121725631,-0.34978851922133886,-0.17901207667662697,1.6695312024612672,0.8132547551877394,0.41866381022035254,0.31112034290249335,0.3659665255923421,0.6715547356797106
2.900000000000041,-0.7717197540363444,-0.917053961813805,-0.5606978072926073,-0.4095349937975706,-0.24201171960422524,1.4073052419652294,0.9542041321770598,0.5428146604301833,0.25828231491961706,0.5735576524505106,0.8079674645738393
3.0000000000000426,-0.7479162831076027,-0.9479537326858126,-0.6198045463493713,-0.4050027835365403,-0.2316546031289626,1.2487095234075405,1.1683015909641616,0.4988529339667204,0.24289358250640386,0.6636559957534447,0.9833370312456257
3.100000000000044,-0.7256411316200786,-0.9478258371916458,-0.6405230960494014,-0.3459978384240811,-0.16592985269571375,1.2458154588971713,1.4022511972554614,0.4468691536290028,0.3286992426123071,0.5912309711056147,1.1140116396716024
3.2000000000000455,-0.7047511065224482,-0.9194907927762876,-0.6091098895736126,-0.34248833401412887,-0.18954816078058934,1.364488098545744,1.620439056516312,0.4124912383182864,0.47193874994780044,0.48732836690213943,1.0740997181000829
3.300000000000047,-0.6851203638426335,-0.8729198143268277,-0.5566267030643915,-0.39739773006520557,-0.22958188128625975,1.3452386849838966,1.7326219951358182,0.44568021660201795,0.5070492200861688,0.3560609451513241,0.960530616008348
3.4000000000000483,-0.6666378589136283,-0.837133600219803,-0.5618507951544104,-0.4031871490460365,-0.1936868936397837,1.2634705707166354,1.6370824241839241,0.5421021991865549,0.43301593589250564,0.3270025266229697,0.8040454742904731
3.5000000000000497,-0.6492052333603429,-0.8502116453767488,-0.6125968048233799,-0.35407007452651484,-0.16546983398256807,1.1742060540122843,1.4402272331964294,0.64960729202707,0.4376722289870784,0.45008075723317753,0.758303378819397
3.600000000000051,-0.632735053997605,-0.8955798318417674,-0.6344847836423337,-0.33762987997256566,-0.21606863284950498,1.0654109005852788,1.2260892277936928,0.6727850920092234,0.3901946461733507,0.6459889011029329,0.846654118201062
3.7000000000000526,-0.6171493371185505,-0.9328800152722202,-0.6110823365931076,-0.38630913846391035,-0.22437732681720626,0.9653220223501688,1.094751323594758,0.6050982065588167,0.37066259105816185,0.8003404834598391,1.0219467684072612
3.800000000000054,-0.6023783056443768,-0.9470682513362788,-0.5648556886086974,-0.40023655999402935,-0.17320780744541,0.9117019998437984,0.9941385148471052,0.5103648946844934,0.4309845034249891,0.7942126789503308,1.2308280517942511
3.9000000000000554,-0.5883593373721034,-0.9369090077465744,-0.5630657898223798,-0.3608864982866196,-0.17260491813147277,1.0055123304434417,0.9928293977878221,0.43381282572968227,0.5435133005729721,0.6998679795662534,1.4494890594708638
4.000000000000057,-0.5750360709024985,-0.9061163765262954,-0.606966608647866,-0.3356963308074657,-0.21456026055652658,1.037885213997269,1.0878857261145602,0.4746505869894566,0.680114141352042,0.5563515200359662,1.6546833596533075
4.100000000000058,-0.5623576423454903,-0.8675947253690122,-0.6295933839421333,-0.37698888111068524,-0.1975806048006989,0.9752712905720633,1.0492600394847045,0.5997601599681022,0.8335067617286166,0.4623589208086059,1.7573306779120903
4.20000000000006,-0.5502780310206303,-0.8527326983055291,-0.612375636779432,-0.39699366195086444,-0.1611771591786049,0.9146383415624695,0.9882911896416545,0.7590901760012189,0.9175698174664657,0.44653218750495777,1.657860208604451
4.300000000000061,-0.5387554964196574,-0.8790214559639685,-0.5715058023231321,-0.3666770367626579,-0.1964242217014411,0.8393737159618182,0.9162317362478525,0.9098032336941616,0.8451964864187049,0.5344263361020766,1.4489004971708817
4.4000000000000625,-0.527752091920061,-0.9164002188824307,-0.5643817117708398,-0.33562023404360575,-0.2165601486713133,0.7792634791298634,0.8710350133993955,0.9761120660688788,0.7314636052253268,0.6955230623984208,1.2516362126730192
4.500000000000064,-0.5172332433165497,-0.9397328852051118,-0.6024126476699809,-0.368417607014311,-0.1803016459723454,0.724054323190301,0.8702036776224359,0.9140645266340847,0.6228962162397581,0.8695663303994584,1.1381166767697297
4.600000000000065,-0.5071673823113197,-0.9428285645984419,-0.6254759078428074,-0.39303172487283294,-0.16268608262645545,0.6597893593314589,0.8989878655343606,0.803229220454315,0.5425405843433895,0.9858353997783047,1.1607740772719228
4.700000000000067,-0.49752562678117385,-0.9263669002049427,-0.6131870140697321,-0.3711387767095356,-0.20121717774329145,0.6873869861454012,0.9020524638917436,0.6846890795161282,0.47294554472238765,0.9441219819793432,1.215038700703892
4.800000000000068,-0.4882815010024352,-0.8955090167465157,-0.577014164461564,-0.33738638414328775,-0.198959654446572,0.6824942656017154,0.8473483170705962,0.6307104530884519,0.40761046880310964,0.8128581187006587,1.1653768072136053
4.90000000000007,-0.47941069012734505,-0.8674092981729306,-0.5658158602467522,-0.36122086529343694,-0.1626101800154201,0.6473728237676843,0.7944900539540247,0.6428260411596783,0.34676623949888763,0.6669221778556765,1.12409503732707
5.000000000000071,-0.47089082411821076,-0.8704168915771938,-0.5986361987743295,-0.3889240869201297,-0.1812561173639236,0.6370276601470543,0.7363536396646996,0.7291992191752358,0.4258495948695922,0.5911507452275762,1.0636834330498288
5.1000000000000725,-0.46270128709720004,-0.9005379212067498,-0.6219058183618473,-0.37460077930043134,-0.20827870168603432,0.6607804455613029,0.7602539080057699,0.8481117517876138,0.5271487463904255,0.5319522681282679,0.9978183399889773
5.200000000000074,-0.45482304869128926,-0.9286772351737853,-0.6136401754309885,-0.34033872459611464,-0.18582950698072767,0.7208411386949302,0.8387263220320944,0.9319351649302929,0.4838804454141688,0.5064344994100457,0.9447817365705818
5.300000000000075,-0.447238514467987,-0.9414428239895049,-0.5816524792523016,-0.3548514411412617,-0.15841359699162474,0.7923866917840429,0.9457881984169607,0.9005474751353619,0.36426488967894605,0.5685091367769044,1.0017101718979737
5.400000000000077,-0.43993139298759076,-0.936747925392743,-0.5673737600944438,-0.3843720484957692,-0.18923037321731281,0.8286247944844404,1.0557110308747992,0.8123862428976812,0.2856451744458582,0.539793378241158,1.0074532161932133
5.500000000000078,-0.43288657735751207,-0.9163813649898976,-0.5954516253316747,-0.37690129922283605,-0.19809199245734266,0.7886743193950403,1.1231416711275801,0.7018009509812805,0.3406506207504231,0.5133559711586537,0.965093987762729
5.60000000000008,-0.4260900394761937,-0.8879163988272897,-0.6187390730715759,-0.34413592920246766,-0.16700332413616858,0.7410924228988035,1.0890416819144428,0.6576179067348672,0.424108303339667,0.5033792250738449,0.9266211646827608
5.700000000000081,-0.4195287354084616,-0.872479254317004,-0.6138179479601097,-0.34979719083258987,-0.16997186635330705,0.6658551668446843,1.018023964802193,0.6686864241288933,0.408526550175775,0.5364143694266202,0.8938157792820347
5.800000000000082,-0.4131905205490216,-0.887895766516158,-0.5855998697542633,-0.3797930043764815,-0.1997027747091242,0.6462897428852894,0.9182172173457713,0.7239080807023166,0.38750324983632833,0.6018141789007848,0.8769236921305432
5.900000000000084,-0.40706407341292256,-0.9158437410665136,-0.5690510394609609,-0.3783515292539208,-0.1893086979249605,0.6989162317075053,0.8619007634852656,0.7861110239007785,0.37182793595880614,0.6592268564264523,0.8520663716923257
6.000000000000085,-0.4011388270465981,-0.9352883089760641,-0.5927379003713035,-0.34834904919285536,-0.15855969194941996,0.7908199458403122,0.8677851343356205,0.7845570136255181,0.33647953577683987,0.6444367917771813,0.8125472246643449
6.100000000000087,-0.395404907185066,-0.9399519427698835,-0.6158793889206053,-0.3457828313440342,-0.1786468611274432,0.8843852296230087,0.9411367599981174,0.7357980540181865,0.3459455144188375,0.6007663017915112,0.808951908272855
6.200000000000088,-0.38985307639367806,-0.9296401134329018,-0.6137780261883973,-0.374984934804836,-0.1953947386484119,0.9335263127179346,1.051350952712311,0.659576531698817,0.38506233172905296,0.5319660397737879,0.7767007471297264
6.3000000000000895,-0.38447468352951075,-0.9073336794061732,-0.588980529955786,-0.37887223176240903,-0.1722099903766273,0.899218313281622,1.1746431953842595,0.6249283187228031,0.43705420489474844,0.518973480069918,0.7919797042931273
6.400000000000091,-0.37926161794059493,-0.8840717359563034,-0.5708366020962934,-0.3525989785313239,-0.16248853833120203,0.8431166027412863,1.3016676390322373,0.6595356448647237,0.5067468735110597,0.577244074540698,0.8444183719264695
6.500000000000092,-0.3742062678927772,-0.8818154276658813,-0.5904149951781589,-0.3431217758190212,-0.19104663645476777,0.7624876792219984,1.4187581155791222,0.741977497406188,0.5497574337996411,0.6765107945209138,0.9202201809954865
6.600000000000094,-0.36930148277584995,-0.9031954378270208,-0.6132609513360584,-0.37027354298447934,-0.190744204984654,0.7165541059972494,1.4722263183557425,0.8493490199393945,0.5137913197083283,0.7882495344219005,0.9898012774100547
6.700000000000095,-0.3645405386941132,-0.9260914165382903,-0.613562504879391,-0.3787216228135593,-0.16165502405557922,0.7292551329218473,1.4152814586551605,0.9683125974972724,0.4559193291821648,0.880030962085434,0.9958432417632299
6.800000000000097,-0.35991710709298397,-0.9379957556914047,-0.5918847012503345,-0.35666643066013926,-0.1697462834936064,0.803981021217289,1.2983247549500765,1.0915864560087785,0.39474998146410284,0.8839845619791913,0.9502616188211922
6.900000000000098,-0.35542522611365573,-0.9363696595651902,-0.5727136423798769,-0.341642074275307,-0.1912935507182584,0.9043024015018875,1.1803735736768104,1.205268509169179,0.3497955200452973,0.8233962273448925,0.8799964626511751
7.0000000000000995,-0.35105927440301027,-0.9220668099354694,-0.5884285050705109,-0.36554120060379125,-0.17682744140783757,1.0005686871042763,1.1066791344452276,1.254907074633621,0.3123236924438008,0.7298683984294728,0.8364544222559218
7.100000000000101,-0.34681394713672037,-0.8998529944970266,-0.6108372734626336,-0.3778607265763609,-0.15875790733921505,1.0478546424288742,1.0922599953261187,1.200157096360792,0.3534674049562162,0.6689821091894406,0.8640173661694851
7.200000000000102,-0.34268423404037684,-0.8846240886397685,-0.6132028695203942,-0.3602958079008012,-0.18257489685916636,1.0107853925844064,1.1448991928289756,1.0894548685324663,0.4017970471822675,0.6451405145791563,0.9456518091500242
7.300000000000104,-0.33866539921705013,-0.8933491487240317,-0.5943805916260099,-0.3414239430982554,-0.1903599487984387,0.9382550809378907,1.1425011730580767,0.9836715111842241,0.3742789738864982,0.6515714451439344,1.0480817444500652
7.400000000000105,-0.3347529626104127,-0.9153532147254002,-0.5746614565552284,-0.3610622434671241,-0.16614858386558234,0.8524385014874096,1.1082654051059055,0.919439252179861,0.31999442709638914,0.6729814264411901,1.1444023778859602
7.500000000000107,-0.33094268295077006,-0.9323593806901314,-0.5867415316315576,-0.3764956858584577,-0.16294689844773874,0.79849626819403,1.0728934476903393,0.9159967012125573,0.28685059233859844,0.6539718865824246,1.1776108328360089
7.600000000000108,-0.32723054204742,-0.9379389062196849,-0.6085753338102743,-0.3634313065084795,-0.18618443802463705,0.7616062292327599,1.025657482973417,0.9683397531309779,0.2961164902834508,0.6203136497099435,1.1260462005648368
7.700000000000109,-0.3236127303049477,-0.931403264404997,-0.6127235024320484,-0.342259408364676,-0.18013662027249858,0.734140300930998,0.9789716287100766,0.959281377874451,0.2904772318634132,0.5762776491762943,1.034107571379565
7.800000000000111,-0.32008563335361695,-0.9145529620525064,-0.5965216932281326,-0.35679869872375053,-0.15839204064662907,0.7057298758640147,0.9565588162047216,0.9305392942152746,0.37495574127642933,0.5871690611062175,0.9579313911946432
7.900000000000112,-0.3166458196951427,-0.8948074991991505,-0.5766566408462549,-0.3746084144035376,-0.17462629171719216,0.6787299888850636,1.0032655909411456,0.89540471728725,0.4796643506797931,0.6385810238566603,0.9149326674047648
8.000000000000114,-0.3132900292749989,-0.8894236971767859,-0.5853285861805488,-0.3659484959208211,-0.18845223873277245,0.6824793509050282,1.006925956231675,0.8533533360448804,0.5902135836925203,0.7172030483161121,0.8758456815197511
8.100000000000115,-0.3100151629011916,-0.9048826428557206,-0.606451283531579,-0.3439992356985079,-0.17074689615043823,0.6593510060204547,0.9766480246004147,0.8119494504091238,0.6915454878340697,0.8114983902601154,0.8499017067138754
8.200000000000117,-0.30681827243724014,-0.9242482984285074,-0.6121436059300717,-0.35299477032824517,-0.15865676663171246,0.659747269096023,0.9461876742680068,0.7964558202560754,0.7305889906150843,0.9132583256377158,0.883602902021481
8.300000000000118,-0.3036965517040708,-0.9355476032167522,-0.5983511807018769,-0.3723657328873157,-0.1804422707005753,0.690034640433196,0.9110579944938086,0.8435740295071971,0.682719338071722,1.00905817540775,0.8594157253129571
8.40000000000012,-0.30064732803174854,-0.9358864532688841,-0.5786745725171787,-0.3678824547617328,-0.18189795745474352,0.7481452233057552,0.8818987891738584,0.8371740444260933,0.5892379401124396,1.050463983786285,0.8373415633523514
8.50000000000012,-0.2976680544075314,-0.9255747778555411,-0.5841720513020542,-0.34638030647309986,-0.16052606615600534,0.8229922220278821,0.8495979377940326,0.8115875503526139,0.5098865377099535,1.004843137533247,0.8416287966168027
8.600000000000122,-0.29475630217170995,-0.9077256781114089,-0.6044481263465223,-0.34967756347669543,-0.16763192800234808,0.9076974456162737,0.8241245349869633,0.7830038308906504,0.4639032178917108,0.9138431968804388,0.8875516801086559
8.700000000000124,-0.2919097542171573,-0.8930843851781419,-0.6114787211268362,-0.3697659084225672,-0.18532570187884118,0.997793054775213,0.8465460633795581,0.7594948253996664,0.4722002366682193,0.8335490523483313,0.9589082162542503
8.800000000000125,-0.28912619865252315,-0.8972008600658637,-0.599904822219201,-0.36919165217586386,-0.17460231523552228,1.0870883012443966,0.8243957896126946,0.7491470573896614,0.5187604277833319,0.7848476078632277,1.0387470089556792
8.900000000000126,-0.28640352289260573,-0.9149237669269373,-0.5806906124142842,-0.34914930085033136,-0.15704750476983442,1.1536505094023566,0.8114680086964426,0.7414882886497175,0.5068629047272268,0.7740966059500827,1.0986866996821334
9.000000000000128,-0.2837397081426763,-0.9301939861855987,-0.5832592073611356,-0.347051713278135,-0.17444941520691512,1.1454718613947643,0.8121581550791382,0.7146034712213722,0.4885051060763496,0.8202763088895081,1.085375674342316
9.10000000000013,-0.28113282424645397,-0.9363619164599369,-0.6025538502534963,-0.36695190738716044,-0.182145103788336,1.0856269086551027,0.833988237665798,0.708307878478008,0.4619500832598332,0.8115529558493579,1.0283336013776998
9.20000000000013,-0.27858102487006114,-0.9323866655306244,-0.6107415929264844,-0.3699468075603976,-0.16401478455853857,0.9985869476939446,0.8695695069379406,0.6839827444599718,0.43427129342358023,0.7882379039274426,0.9544607167965894
9.300000000000132,-0.2760825429966714,-0.9193590848565248,-0.6012128075832757,-0.35207435044799207,-0.16209519971303912,0.9353609967873067,0.8971937210090668,0.6809416842102857,0.40556104799205683,0.7594890615412306,0.9173178968703405
9.400000000000134,-0.2736356867087141,-0.9023901629957553,-0.5826812393414039,-0.34516100014862494,-0.18127687087627964,0.8947861649567417,0.88337820853426,0.7061344557850542,0.3906023547527919,0.7350451120765038,0.907820922347391
9.500000000000135,-0.2712388352364465,-0.8950768366037639,-0.582580274809859,-0.36394224891348875,-0.17728849224093274,0.9037877758995995,0.8574765669907962,0.751652086377533,0.428791237830284,0.7182441391863769,0.9163481372178255
9.600000000000136,-0.2688904352534727,-0.906105069173342,-0.600760399628669,-0.37014735740725907,-0.15785349833858484,0.9463177578365632,0.8149465799112104,0.8052496671576195,0.4188507654846082,0.6954140126277772,0.9123836812389785
9.700000000000138,-0.2665889974013876,-0.9228173660740542,-0.6099429167117052,-0.3549400064846264,-0.16862894904184728,0.9376107828361727,0.793160203164674,0.8442307987617883,0.4041652582918657,0.6808004695331401,0.8853920296957253
9.80000000000014,-0.2643330930271799,-0.9336417903431833,-0.6023010447668852,-0.34411872571048774,-0.18104296571693512,0.9134932327432499,0.8170936334909928,0.8330397964164272,0.3933881975522216,0.6836371067680928,0.8523891108301137
9.90000000000014,-0.2621213511183527,-0.9353435026879175,-0.5846249127889642,-0.3608715684166154,-0.1677846250955928,0.8818831611488094,0.8687766181131281,0.8027324301974087,0.39958262286958707,0.666553845048367,0.8419755223189752
10.000000000000142,-0.25995245542192,-0.9278698940990887,-0.5821266689802014,-0.3698712639087936,-0.1584912199661533,0.8469988566719892,0.9250702232746413,0.7541440263326322,0.4233825759811395,0.6721244339302354,0.8705262083049613
10.100000000000144,-0.257825141734536,-0.9132939416415321,-0.5990627867550709,-0.35760782518516904,-0.17660363459912354,0.815076462831123,0.9582310395859702,0.7286292741717433,0.4465197140065831,0.701235034106209,0.9248579609432704
10.200000000000145,-0.2557381953520133,-0.8994560007595752,-0.6090917829680634,-0.3439043238278867,-0.17867470692372248,0.7847469683815832,0.9394122412066996,0.748375466547018,0.4362042137318946,0.7492656926531404,0.9951044388591987
10.300000000000146,-0.2536904486673983,-0.9002102022170857,-0.603192014474721,-0.3577862979290741,-0.16037390888244224,0.802181958595652,0.9058004084068854,0.8035117250805485,0.41816886638151585,0.800623596632923,1.0741058678584332
10.400000000000148,-0.25168077890760443,-0.9145585579062148,-0.5865027029072386,-0.3691359975624532,-0.1634638241653896,0.8232828465598123,0.8555035041292134,0.8705450628820298,0.3858563929807058,0.8238587169453346,1.1541559731422488
10.50000000000015,-0.24970810599936635,-0.9284713053764845,-0.5818897443409795,-0.3599528840030772,-0.17881116676533215,0.8018287334955759,0.826946321314338,0.9280203083346014,0.3824816529041311,0.7995398098405841,1.2089364175258694
10.60000000000015,-0.24777139055597602,-0.9350360028775467,-0.5974585863971396,-0.34448386281649146,-0.17106808848859634,0.7817631545861368,0.8382371023456264,0.9360679908109314,0.41751016230939103,0.7597654464884652,1.189102073212502
10.700000000000152,-0.24586963197689812,-0.932912758576579,-0.6081960860301315,-0.3548253263581208,-0.15707730331881076,0.7626102108925367,0.8882644964587454,0.9018223911541865,0.4730170007424208,0.7187919148637039,1.122195248429936
10.800000000000153,-0.24400186665295012,-0.9227316817461099,-0.6039054197864522,-0.3680168426249006,-0.17162831199597495,0.7600532626773499,0.9526657448813063,0.8450131014195517,0.5319665272399896,0.7189696278939849,1.045748600080335
10.900000000000155,-0.2421671662702666,-0.9080647029984064,-0.5882986569397816,-0.36192345724552827,-0.17880147167161897,0.7745020945560985,1.010642434091308,0.7990534311516839,0.5679071025510544,0.7600932079582153,0.99835865153423
11.000000000000156,-0.24036463620676263,-0.8995943577450178,-0.58185972454676,-0.34572896133465847,-0.16371186256334586,0.7927121126652205,1.0262154526098346,0.7767477371322092,0.5523543226117231,0.8248341480900581,0.9771581696645361
11.100000000000158,-0.2385934140152631,-0.9071003209963278,-0.5959474683816154,-0.3520666866291241,-0.15947084186627267,0.7865908810751613,0.9950383626949081,0.7768123676654436,0.5191457964836593,0.8981772673666887,1.0113627497860778
11.20000000000016,-0.2368526679878809,-0.9216482726589201,-0.6072627827220644,-0.36654077693813336,-0.17569365532443545,0.7655552584471753,0.9411426780792098,0.8026925647842916,0.474129305983742,0.9684467499721541,1.0102584391678497
11.30000000000016,-0.2351415957966118,-0.9320649518062568,-0.6044586406146337,-0.36346887847043174,-0.17343800624137268,0.7360595152787052,0.8904908484024969,0.8302009721416082,0.45710985684929717,1.0012560597727636,0.989261270436392
11.400000000000162,-0.23345942320546606,-0.9347629231258645,-0.5899999331669136,-0.34748302589298435,-0.15771020674600025,0.7155058853160671,0.8607532842775161,0.817983883287327,0.47879138870883886,0.9704195584938267,0.9658179876087429
11.500000000000163,-0.2318054028497822,-0.9294162514270929,-0.5820249849939656,-0.3496533979973572,-0.166724506062656,0.7311615280271784,0.8430297129107401,0.7861282177019715,0.5341798203594066,0.9064416164306334,0.9429306474069636
11.600000000000165,-0.2301788130786697,-0.9174125879997851,-0.5945309014418457,-0.3647806083355832,-0.17779586039353754,0.7699979562544347,0.8386230213045464,0.7440628198102646,0.6042761681730731,0.8471060207117787,0.9244322294341802
11.700000000000166,-0.22857895685680293,-0.9045041488218368,-0.6062981399886076,-0.36459031384009577,-0.16706414210836762,0.8180448933058664,0.8358319149743058,0.7389861121899861,0.6799274412918217,0.8107022173841227,0.8999785307592895
11.800000000000168,-0.2270051607220468,-0.9027468919665181,-0.6048671026362378,-0.34956386700043596,-0.1570951857940403,0.8597650888720743,0.8135193793127501,0.7642743514029127,0.7547216089213633,0.7929719664341152,0.8969688610087726
11.900000000000169,-0.22545677379562895,-0.914264215511487,-0.5915967465449692,-0.3476787887918655,-0.1719568710049959,0.8668031364832193,0.7953591403257955,0.8100877315698427,0.8058317696497241,0.8278262350289625,0.8966754134519173
12.00000000000017,-0.22393316684179435,-0.9270325683416022,-0.5823715868390541,-0.3627731490352064,-0.1747274934786841,0.8430703165380137,0.7762215572449512,0.8657130740925808,0.7911445010143529,0.8309924218946216,0.8816884902617397
12.100000000000172,-0.22243373137407918,-0.9338684196133936,-0.5932118500765542,-0.36528027923898365,-0.15983713312634926,0.8063869048479715,0.7861139373008347,0.9175369694161153,0.7344749295661188,0.8111745946403106,0.882189152385003
12.200000000000173,-0.22095787880552986,-0.9331465758399227,-0.6053079044914911,-0.351792072503143,-0.162331537423104,0.7688760277970452,0.816446014236387,0.9332422233641783,0.6667356823074002,0.7879225323135124,0.9026094770773487
12.300000000000175,-0.2195050396403658,-0.9251766513221301,-0.6051445528711465,-0.3462600684379687,-0.17582644565091357,0.7583849104936289,0.8624623256970555,0.9054016049163812,0.6241789713293009,0.7690678292334662,0.9391770015107928
12.400000000000176,-0.21807466270474704,-0.9124748777244467,-0.5930821676666121,-0.3605944084404384,-0.16987677502574838,0.7832924931501182,0.9182274391726692,0.8561474245996913,0.6164525307318987,0.7640147494366722,0.9765662341589957
