eps,N,log_eps,log_N
4.54308499369,49,1.51360629532,3.89182029811
3.32970977457,82,1.20288514541,4.40671924726
2.44040496673,132,0.892163995505,4.88280192259
1.78861726842,189,0.581442845599,5.24174701506
1.31091018766,265,0.270721695692,5.57972982599
0.960789963538,402,-0.0399994542137,5.99645208862
0.704180471496,617,-0.35072060412,6.42486902391
0.516106698919,944,-0.661441754026,6.85012616615
0.378264003975,1500,-0.972162903932,7.31322038709
0.277236581123,2310,-1.28288405384,7.74500280352
0.203191742025,3504,-1.59360520374,8.16166045206
0.148922930227,5333,-1.90432635365,8.5816692106
0.109148329191,8020,-2.21504750356,8.98969370086
0.0799967993316,11519,-2.52576865346,9.35175312493
0.0586311119072,16193,-2.83648980337,9.69233432907
0.0429718102748,22603,-3.14721095328,10.0258379198
0.0314948227695,31300,-3.45793210318,10.3513733765
0.0230831294967,43161,-3.76865325309,10.6726925887
0.0169180462218,59769,-4.07937440299,10.9982424109
0.0123995443514,85947,-4.3900955529,11.3614861062
0.00908785199583,123310,-4.70081670281,11.7224567889
0.00666065232378,171522,-5.01153785271,12.0524668172
0.00488171345645,239452,-5.32225900262,12.3861082582
0.00357789674531,332814,-5.63298015252,12.7153390544
0.00262230571997,474833,-5.94370130243,13.0707184423
0.00192193564502,698302,-6.25442245234,13.4564069529
