eps,N,log_eps,log_N
13.9713077154,33,2.63700577772,3.49650756147
10.1954228305,54,2.32193887746,3.98898404656
7.44000839504,106,2.00687197721,4.66343909411
5.42927211933,186,1.69180507696,5.22574667371
3.96195732325,338,1.3767381767,5.82304589548
2.89119894642,605,1.06167127645,6.40522845803
2.10982367193,1098,0.746604376192,7.00124562207
1.53962283784,1972,0.431537475937,7.58680353516
1.12352445104,3509,0.116470575683,8.16308637558
0.819880792271,6264,-0.198596324572,8.74257423767
0.598299852675,11151,-0.513663224826,9.31928445897
0.436603366105,19693,-0.828730125081,9.88801852163
0.318606963452,34501,-1.14379702534,10.4487435881
0.232500262345,58877,-1.45886392559,10.983205801
0.169664753729,98496,-1.77393082584,11.4977712172
0.123811166351,165333,-2.0889977261,12.0157169009
0.0903499670756,281059,-2.40406462635,12.5463198907
0.0659319897479,483645,-2.71913152661,13.0891064455
0.0481132136825,890113,-3.03419842686,13.6991036999
0.035110139095,1735300,-3.34926532712,14.3666908671
0.0256212747585,3216311,-3.66433222737,14.9837456086
0.0186968703961,5291428,-3.97939912763,15.4815987107
0.0136438551908,7778057,-4.29446602788,15.866817122
0.00995646760788,10839991,-4.60953292814,16.1987527237
0.00726563319828,14852270,-4.92459982839,16.5136632735
0.00530202355403,20079908,-5.23966672864,16.8152302711
0.00386909894848,26995425,-5.5547336289,17.1111779652
0.00282343647111,36330737,-5.86980052915,17.4081746903
0.00206037467962,49035028,-6.18486742941,17.7080454578
0.00150353792758,66369518,-6.49993432966,18.0107484428
0.00109719184672,90068989,-6.81500122992,18.3160864791
0.000800664836202,122480658,-7.13006813017,18.6234636816
0.000584277199878,166842674,-7.44513503043,18.9325618545
0.000426370474712,227603960,-7.76020193068,19.243117659
