eps,N,log_eps,log_N
1.70270818231,22,0.532220031922,3.09104245336
1.18864069693,47,0.172810382743,3.85014760171
0.829776188938,81,-0.186599266436,4.39444915467
0.579257066925,155,-0.546008915615,5.04342511692
0.404372593544,306,-0.905418564795,5.72358510195
0.282287785072,595,-1.26482821397,6.38856140555
0.19706180605,1173,-1.62423786315,7.06731984865
0.13756654541,2328,-1.98364751233,7.75276480885
0.0960335987745,4589,-2.34305716151,8.43141741439
0.0670399337724,9031,-2.70246681069,9.10841838225
0.0467997948381,17662,-3.06187645987,9.77917071803
0.0326703902233,33683,-3.42128610905,10.424748538
0.0228068178725,61272,-3.78069575823,11.0230782476
0.0159211732065,107266,-4.14010540741,11.5830670098
0.0111143850794,180772,-4.49951505659,12.1049918477
0.00775882242416,294969,-4.85892470577,12.5946255451
0.0054163433226,466884,-5.21833435495,13.0538361118
0.00378108601853,718424,-5.57774400412,13.484815203
0.00263953199198,1109337,-5.9371536533,13.9192730975
0.00184262645773,1910899,-6.29656330248,14.4630843699
0.00128631601096,3689946,-6.65597295166,15.1211223818
0.000897962184957,7400397,-7.01538260084,15.8170442054
0.000626856914433,14108501,-7.37479225002,16.4622880815
0.000437601491193,23977273,-7.7342018992,16.9926169813
0.000305484490456,36838282,-8.09361154838,17.4220481342
0.000213255155175,55049643,-8.45302119756,17.8237459361
0.000148870933319,79260858,-8.81243084674,18.1882549708
0.000103925059955,109171439,-9.17184049592,18.5084300394
